sample_HFS156	sample_HFS157-resub	sample_HFS158	sample_HFS159	sample_HFS160	sample_HFS199	sample_HFS200	sample_HFS201	sample_HFS202	sample_HFS253	sample_HFS254	sample_HFS255	sample_HFS256	sample_HFS257	sample_HFS303	sample_HFS304	sample_HFS305	sample_HFS306	sample_HFS307	sample_HFS348	sample_HFS349	sample_HFS350	sample_HFS351	sample_HFS352
CLSTN2	85.6621	31.5535	56.5108	94.3749	94.726	115.491	90.5843	75.7726	115.056	124.576	73.3648	62.584	82.8599	50.551	68.5092	54.9168	91.5077	88.6431	107.449	72.2922	67.2646	112.893	94.9951	82.249
CLSTN3	379.81	417.9	458.988	391.506	378.091	316.511	317.521	355.934	346.441	385.452	418.896	382.962	425.517	333.869	349.406	376.385	383.635	375.043	372.388	391.5	424.268	454.876	312.895	363.981
CLTA	436.1894	498.3607	433.8076	435.6762	445.6106	432.4988	478.4008	471.1979	556.5559	467.2929	488.9289	434.1795	474.1348	477.4851	431.0568	417.7892	516.3085	552.6685	550.3466	484.1593	426.0782	520.7981	480.0296	496.7741
CLTB	196.0883	209.8165	165.5076	157.6991	160.6174	155.2842	149.7999	138.8226	138.7612	136.8015	148.0563	117.6159	106.578	143.1216	129.8267	143.13	153.173	124.7082	133.3756	140.6485	103.3025	127.7246	132.3973	125.9328
CLTC	61.24145	93.3956	109.4055	85.77984	161.103	143.7047	121.7572	110.1858	158.2161	146.7689	145.2483	138.2753	163.0369	108.1569	156.8918	156.4131	114.4825	153.2594	100.6853	168.6855	186.6682	145.739	134.6628	139.4662
CLTCL1	7.093016	4.278079	5.34587	6.745445	5.183714	4.23035	4.095976	4.57161	3.31626	3.97242	4.58434	3.824862	3.523471	3.185882	3.891779	5.04932	4.91617	5.955171	4.101328	2.934178	6.0224	3.10088	4.17949	2.931974
CLTRN	0.440413	0	0.535225	0.576884	0	0.646341	1.64596	1.03469	0	0	2.73067	2.1851	0.777998	0	1.10739	0.288781	1.27132	0.576744	0.304812	0	0	0	0.472399	0.878707
CLU	1649.7516	1395.3984	1669.2581	1441.2097	1918.3504	1596.1966	1745.9678	1769.0696	1778.1834	1707.5097	1853.2093	2638.974	1697.529	2469.5149	1930.4148	2191.3906	1802.2022	1908.5921	2313.6998	1961.7343	1966.2166	1935.1629	1773.3629	1770.32
CLUAP1	17.53138	14.35501	16.45463	17.03504	16.18748	14.8168	13.78585	15.87385	14.11313	15.3319	16.71738	18.02472	18.31491	17.07228	15.85178	16.39083	14.04136	17.39224	13.163021	14.21923	19.45738	16.8116	16.6683	21.26285
CLUH	54.10376	48.0637000005604	48.5382400082342	55.65914	51.88042	47.01382	54.26493	47.77774	51.10181	49.639756	55.3919503	54.53066	56.92601	45.965893	49.96717	58.60262	58.782906	60.64647	57.42261	53.59071	59.143754	59.34839	53.670689	60.163614
CLUL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLVS1	6.11054	10.8558	11.4769	9.70567	19.686	21.5736	15.5691	15.6495	24.5907	20.8171	20.1312	19.4395	22.6604	10.7988	22.8163	22.5185	10.5429	20.2082	14.9303	21.7813	29.3922	18.2277	25.9514	15.3531
CLVS2	6.987766	8.208882	9.75019	8.999182	13.53901	13.19946	11.55785	10.1316	16.36143	12.06917	13.59227	12.99444	15.38931	14.002406	13.48566	10.66916	10.457611	12.200422	8.609332	15.83893	18.02862	15.529484	16.21967	11.80447
CLXN	64.66397	55.80459	33.93824	51.94877	67.73742	72.01768	50.74427	49.56107	48.85136	50.68034	44.76032	49.92375	37.82371	56.37692	74.66055	58.75783	54.70823	38.10891	35.19139	62.1333	50.29254	25.4066	84.195	48.81757
CLYBL	14.1269	15.0158	15.612	18.795	12.6815	12.7509	15.3181	18.7811	17.9035	14.0321	18.469	15.0917	19.1716	17.3504	15.3072	16.8104	18.8725	16.2884	22.8626	22.6413	17.7343	16.4473	14.795	14.8975
CMA1	0.0286639	0	0	0	0	0	0	0	0	0	0	0	0	0.549978	0	0	0.620553	0	0.297599	0	0	0	0	0
CMAS	103.35	113.204	127.423	119.773	98.9531	91.0907	116.457	97.2306	122.306	99.9257	117.66	111.757	154.85	102.889	104.381	105.523	105.354	122.275	107.261	135.417	119.972	112.985	116.592	98.3167
CMBL	28.5484	28.55157	23.80813	28.19303	16.93739	15.280904	29.14221	10.49299	15.90226	24.02771	13.33677	25.15414	22.559077	32.311201	29.8621	19.221688	22.76222	19.56533	17.57239	23.193699	26.42484	27.00475	18.24919	18.59115
CMC1	8.95764	6.69167	10.0951	9.64142	15.3732	8.91772	10.3329	8.44817	8.70464	9.99109	8.83717	11.1346	11.0525	9.38578	10.909	12.794	8.69068	10.7405	4.86927	10.1308	11.7516	9.0147	12.4336	13.2583
CMC2	36.8469	48.87636	37.0729	37.79382	27.820253	34.30121	30.59344	20.12316	35.71543	32.10582	37.74187	34.73923	38.39018	32.28691	28.853538	33.91667	49.44762	38.90492	29.66323	40.00244	30.89769	28.76582	31.60586	21.3533
CMC4	30.41343	30.70237	34.701736	29.602001	23.09461	25.10582	32.444491	19.7256	21.11065	22.190956	26.44768	27.09449	30.5569	30.32387	29.811387	25.022459	37.34162	25.77924	29.573745	25.12068	32.15429	28.32239	37.42253	40.56592
CMIP	119.619	118.353	122.054	143.467	140.402	143.449	104.301	136.336	149.53	150.562	151.782	142.165	130.223	81.2763	145.403	126.468	156.469	170.924	155.482	153.529	163.743	132.047	173.42	134.026
CMKLR1	0.161065	0	0.335126	0.12131	0	0.812291	0	0	0.736573	0	0.127536	0	0.216347	0	0.572455	0	0	0.120023	0.913733	0.195239	0	0.162354	0.758612	0
CMKLR2	3.382214	2.141010180257	2.336530210466	2.8996900506212	3.267105	2.914805	2.724650784527	2.91029056318	2.7292800985439	3.211740491724	3.3750545	3.38877	3.387976	2.81804	4.222634	3.300740107076	3.443436	2.01697	1.85889897	4.062790122383	4.01236	3.19835	3.2045080270926	4.90256760049975
CMPK1	56.5656	86.6569	95.5296	73.9635	109.288	88.3635	67.4117	70.9322	90.2865	77.065	86.6224	81.7284	110.797	67.7403	80.3956	78.7132	64.3152	70.3161	44.9259	101.023	104.501	89.9022	86.4271	75.7691
CMPK2	1.60965	1.96162	2.00418	1.53879	2.65915	2.51781	2.28153	1.54402	1.46493	1.54469	5.09606	2.09531	2.33412	2.91177	4.68404	3.70929	2.35807	1.4329	2.20433	2.61573	5.45139	3.18291	2.22215	2.0793
CMSS1	18.878834	22.411509	22.844808	21.588602	28.055593	26.156465	19.545056	25.521958	28.551028	19.288191	29.855357	31.902664	38.1219	28.704049	26.096006	33.03427	22.729796	19.20567	22.5162	26.57625	27.729063	24.404478	20.470291	23.6873
CMTM3	4.07612	4.69022	2.36535	3.95067	2.71322	2.09919	2.24267	1.54685	1.61886	1.86462	1.21945	1.50688	0.934492	2.12758	1.82777	0.812011	2.25845	1.43693	1.64931	1.29458	0.990442	2.05563	1.51856	1.07396
CMTM4	28.4098	39.6086	38.2752	38.755	53.006	52.9368	45.2128	46.7654	58.912	58.5663	52.4463	52.9121	58.8772	55.1128	59.7273	58.2427	50.7475	49.2399	55.2616	56.2023	72.4597	59.5641	60.364	54.5191
CMTM5	23.2164	36.8277	40.7273	23.9086	35.7383	16.1287	24.3451	18.228	11.1248	12.8935	16.7224	21.0841	12.9031	29.3492	12.3298	10.9857	13.3376	12.8576	18.208	23.5456	12.6187	11.6013	17.0127	13.9537
CMTM6	15.2768	12.9677	11.5343	11.3	11.972	12.6521	10.6752	12.2669	12.363	13.5375	10.0769	13.4753	12.2562	12.0044	12.5135	13.3435	12.1373	8.9973	11.7952	11.7544	15.3005	11.4027	13.5507	11.8287
CMTM7	13.6871	10.323	7.48417	9.22264	14.4151	7.29318	6.50637	9.69667	6.39324	10.0721	4.85364	11.2926	7.81887	10.0786	9.05399	7.59127	4.23759	8.04829	10.8913	6.68215	8.29809	5.80444	14.0897	8.45464
CMTM8	102.6501	56.2021	78.6466	116.7255	98.0673	80.3205	56.6933	76.8236	110.0145	59.8082	78.5748	80.3263	51.0702	35.2449	69.4388	114.0395	116.7044	73.0963	81.7955	121.779	96.9978	51.2266	173.7061	83.1448
CMTR1	77.1126	68.39224	65.57881	76.47193	72.33574	68.332713	81.3860000607481	74.86771	77.06953	67.04346	78.82026	75.14011	78.73222	77.44873	84.66351	81.46684	68.99813	70.20038	70.30912	70.0284	74.34647	76.50917	67.0288	82.49997
CMTR2	3.204917	3.888669	5.476500086499	5.273885	4.8054677	6.778864	2.89896152004	4.298006	5.164945	3.911312	5.932600606	5.0801099	5.291359449155	2.782681	5.85313	5.726770188238	5.143118461637	4.5865330115668	4.199925	3.60494113	4.61892835225	3.790258	5.142485	3.19087
CMYA5	0.5108718	1.07197	1.3522722	1.1547862	1.41904	0.991571	1.2973	1.02311	1.71342	1.6558699	1.39384	0.97309	1.3483608	0.973394	1.767483	2.7739401	2.53638	2.32041	2.745739	1.8454177	1.696672	2.144247	2.299857	3.554011
CNBD1	0.0109295	0	0	0	0	0	0	0	0.129779	0	0	0	0	0	0	0	0	0	0	0.171938	0	0	0	0
CNBD2	1.7615	1.04369	0.586655	1.75621	1.3559	1.86591	0.541257	0.952273	1.25567	0.76671	0.754357	0.677357	0.780783	0.776584	1.19822	0.867675	1.06971	1.25944	1.03696	0.575459	1.14908	1.1623	0.985439	1.1517
CNBP	244.3469	315.7879	343.0291	310.7938	353.6483	371.8108	374.9911	347.2449	402.1069	435.6454	391.9545	381.8063	401.2864	353.1501	434.5696	397.9246	375.177	354.1936	307.9322	374.0965	391.9316	376.2899	440.3457	382.4036
CNDP1	0.368016	0.264921	0.242266	0.35147	0	0.195704	0	0	0.106393	0	0	0.0828784	0.0781723	0	0.412635	0	0	0.0866992	0	0.0704431	0	0	0.135928	0
CNDP2	71.0957	68.8304	71.8078	62.1886	66.4652	57.0403	61.7093	55.1054	51.5385	46.5188	58.4782	61.2215	65.2063	77.6465	56.3529	62.1617	43.7257	65.707	63.7699	63.9999	50.3784	48.7226	40.8239	62.4295
CNEP1R1	32.3049	44.0609	42.7699	46.2638	53.0376	50.8284	48.8768	47.1961	54.7252	50.4534	50.0944	46.5108	51.0366	41.3623	53.1298	44.1578	45.5354	49.8934	40.9177	52.6667	54.5983	50.2314	43.7663	44.7963
CNFN	3.4681482	4.66575	0.490722	0	2.25767	0	2.40044	1.25731	0	0.522655	1.43732	0.986695	0.47163	1.02099	1.01065	0.524468	4.04526	0	1.11449	0.431419	2.18542	7.45148	1.75502	0
CNGA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115931	0
CNGA2	0	0	0	0	0	0	0	0	0	0.151272	0.0826991	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGA3	0.0449028	0	0.146449	0.199739	0.423091	0.0443522	0.0450126	0.0475982	0.240846	0	0.251358	0.826784	0.10627	0.465796	0	0	0	0.235582	0	0	0	0	0	0.0569694
CNGA4	0.142453	0.933928	0	0	0	0	0.210322	0.110947	0	0	0	0	0.413702	0.180957	0.349534	0.0919646	0.207441	0.458857	0	0.0745759	0	0	0	0.269296
CNGB1	0.348042	0.917768	0.392718	0.605454	0.400432	0.139913	0.397535	0.721091	0.364564	1.03163	0.634648	0.260849	0.78216	0.710556	0.516586	0.248317	0.226251	0.396251	0.385784	0.502091	0.390216	0.724161	1.03338	0.17912
CNGB3	0	0	0.0541535	0	0	0	0.133194	0	0	0	0	0	0	0	0	0	0	0	0.064084	0	0	0.0776963	0.0904857	0
CNIH1	28.023052	37.83464	40.495562	35.334672	45.33579	44.30888	37.18474	32.7371100009804	45.02401	39.93239	35.49696	36.381662	41.353146	32.029587	41.220224	41.3174088	31.435328786	32.20119	21.22143	45.49653	42.41444	42.185376	45.85393395475	39.568814
CNIH2	1183.49	764.083	868.872	843.837	693.901	545.155	714.936	767.283	580.869	532.099	537.749	765.332	765.484	1285.84	627.971	708.715	912.978	560.455	723.236	687.301	751.954	829.998	662.566	885.167
CNIH3	37.5708	33.0099	29.6462	34.4821	51.8327	34.0609	24.4546	53.9937	41.4332	21.5047	39.1516	24.6994	32.8128	15.5147	57.1127	45.9159	30.6266	33.5415	38.5817	36.4247	48.6488	29.7274	30.2008	32.7268
CNIH4	12.402747	20.6725	11.8904	16.6245	21.29595	17.91502	13.7201	17.93548	20.00961	17.1394	18.25322	18.39798	14.9298	9.21105	15.635	18.79238	12.253779	18.11854	16.12244	23.4552	20.16959	25.3443	18.1821	14.668
CNKSR1	0.192779	0.506787	0.865802	1.00632	0.200106	0	0.49691	0.224972	0	0.24089	0.792048	1.00713	1.06132	0.12231	1.29491	0.124123	0.140638	0.309664	1.36502	0.905075	0.327672	0.248638	0.0965398	0.451466
CNKSR2	85.99253	120.6674	142.483989	108.596105	195.3672	198.615266	169.5436	159.8896	201.2056	189.7724	199.2906	208.1843	242.35143	203.648189	280.157232	230.286468	191.610214	181.4398	204.6001	234.3965	314.466777	204.833981	194.97271	188.711
CNKSR3	26.5856876	32.22696	26.10768	23.53803	23.94532	10.3223	17.98654	13.733591	22.94534	15.28304	26.1934	40.66954	27.50924	28.102826	18.26069	19.99796	21.040017	21.259986	14.5119	20.317584	27.357559	25.28541	22.39998	19.042884
CNMD	1.69142300014172	1.561761	1.900399	2.598134	0.9575299	1.1161133	1.818739	0.8019601	0.955876	1.678545	1.93495	1.367766	1.089338	1.6021731	1.8975933	1.1135959	1.1568928	1.967395	1.9038428	1.527417	1.164714	1.9306222	1.221745	1.782652
CNN1	1.21189	1.71596	1.498043	10.878899	0.40096	7.38141	1.42175	1.34989	8.44603	13.2319	0.599594	2.69416	2.33875	12.26865	3.44204	1.6958	0.381275	2.14346	4.05543	1.5595	0.332861	1.37157	8.59187	3.65789
CNN2	10.9463	15.7093	15.7058	12.4328	7.55522	5.28112	11.3708	14.149	5.64227	8.64472	8.41703	27.6877	14.0386	38.3559	8.75016	7.3561	8.58468	7.58272	7.96655	14.22	14.672	20.1482	10.7349	17.3571
CNN3	171.864	128.412	141.369	132.717	165.325	123.055	147.862	147.069	152.607	160.625	122.428	156.599	132.807	148.411	130.006	112.345	135.706	168.928	109.21	153.307	140.493	170.026	151.187	184.429
CNNM1	57.107311	84.76518	75.4842	79.365	82.6654	96.09262	84.28405	87.562	90.69887	86.60458	94.68127	102.42708	106.06245	120.034	101.791248	111.7992	98.78963	107.09973	114.01243	91.33528	86.6365	105.289	105.0049	89.2654
CNNM2	9.91233	10.059003	11.107346	8.497046	9.51857	9.33156	7.414513	8.850658	10.1211	8.4007141	11.901302	9.536054	11.9676	8.544684	13.41848	12.40683739836	13.282453	12.770556	13.783909	12.368059	12.115837	10.796241	12.293268	11.640072
CNNM3	9.1345	8.018081	10.99739	10.92475	7.168028	11.54148	10.275271	9.20253	9.16044	9.849539	13.53962	11.69431	7.72814	7.796715	15.77805	13.02274	11.32797	12.18637	9.31823	10.95191	8.654523	7.290934	12.25397	9.89277
CNNM4	17.87784	22.28537	16.868	18.49261	18.7656	17.95129	21.89968	18.014913	19.61828	20.46804	25.22396	19.846948	27.3304	16.74538	24.63483	21.35874	19.35753	18.374	17.94957	19.34435	23.847795	23.61823	22.05635	20.92019
CNOT1	28.744288	30.8747936	31.7959187	32.153087306	39.7714180002572	46.265157	44.460979	37.0862901856747	45.613161	46.55229	40.105350199097	46.792789	42.848037259	44.55686046	47.982552	43.401942	39.806897755	41.973764	34.63865356236	44.285757	48.3910323138	45.59191	49.872528	49.329831
CNOT10	23.674961	26.2677400101253	23.35288	23.04081	26.71148	28.15175	27.28783	30.43713	29.48039	25.83675	29.50579	29.38425	32.8506	27.25137756	29.94018	34.427952	27.71423	28.93641	24.53077	27.45073	36.59246	28.229771	25.819975	29.48084
CNOT11	18.0595	18.3664	15.8193	16.1023	13.0505	16.7688	16.7496	16.3349	14.5723	16.612	14.2263	13.2606	14.7116	19.0035	14.9025	17.192	19.0416	16.1667	16.6778	19.048	14.8564	15.5999	14.4973	16.5774
CNOT2	24.72991	27.44375	26.524723	30.7992765	32.322889	34.91474	31.710511	29.060304	31.43818	31.120317	29.284499	31.434247	29.94094	27.69123	36.385169	33.37061	30.51525	29.809563	22.22796	33.610861	33.57276	24.418141	34.05485	29.49236
CNOT4	13.505135	16.0449570215129	18.216763	16.400267	18.798744	22.435294	17.039706	18.079532	21.46939	20.968416	21.676824	20.99635	20.78	17.72134	23.54265742	20.036252	16.839372	17.986328	14.49384	24.610936	25.657453	21.77500186	20.271182	17.016094
CNOT6	30.59187	29.475149	30.59981973	31.3324737958	27.35219	31.5525517	30.4513631	34.70296	32.5007827	21.589728	31.218620492	31.46979155141	29.0366951713	31.94879	53.2526595	35.735940261866	34.3073800203936	33.63897842	23.626242	33.20769	44.11888	30.53892	45.22472	26.022143
CNOT6L	6.9113568	7.699674	8.8050035	9.2185253	11.3676969	14.8824686	7.7205085259	7.88691	9.24337183548	13.124111	9.988785	8.854802	9.01155576	6.9389214	15.513595322226	11.446554	8.617317	9.967834	5.898738979	12.9161443	12.79714372	7.4531094	14.39698	10.7424247016362
CNOT7	23.80367	36.87347	43.00655	28.48683	47.9514	52.12721	36.46911	41.98667	51.09941	47.66874	51.9712	47.96221	55.83278	39.0813	64.92179	47.61397	37.0796	43.36803	25.09854	53.3251	66.7818	46.333	60.1472	50.14744
CNOT8	47.3467	52.6761	50.1977	51.3199	45.7748	52.0079	51.7228	52.6452	43.6396	51.5682	44.3149	47.1973	45.421	45.3247	49.0521	52.1646	38.7817	44.2199	44.1652	49.9265	46.83914	40.09103	54.4705	48.8618
CNOT9	42.4068	36.682	33.1693	41.9216	36.3351	42.0308	36.1409	41.2382	37.3037	38.7479	33.9524	36.396	37.1445	30.3519	39.0016	40.913	35.7524	40.312	40.3746	37.8465	38.5361	35.2652	40.9067	37.8367
CNP	227.9966	202.1043	319.3684	173.8559	284.2292	43.9754	50.44937	63.87126	38.53535	44.46835	37.09515	48.33475	40.98124	103.150344	38.64834	35.18303	48.58088	51.003668	40.65723	45.09215	26.398815	45.40382	28.98399	47.87309
CNPPD1	46.3395	49.445	42.0512	40.9508	33.4239	35.458	40.8757	39.252	37.4602	38.5073	32.8291	39.8605	38.318	39.8317	33.9903	41.2555	34.6845	44.6187	35.0876	37.1914	35.2181	36.9051	35.2124	32.1755
CNPY2	81.55445	82.97233	58.56085	87.3446	66.81617	69.66183	60.86547	66.80642	71.2981	73.8417	71.39157	68.44972	66.14757	68.07122	66.52643	68.80105	77.54338	72.63579	80.3102	74.37942	77.50142	60.66484	85.9321	69.59874
CNPY3	199.046	179.519	163.567	183.614	132.162	105.217	156.333	151.28	135.395	126.752	142.584	137.711	157.967	135.277	138.14	130.163	157.301	150.845	153.832	128.759	137.145	139.438	141.035	154.008
CNPY4	8.55553	9.89732	11.1261	9.45336	10.2644	5.89152	7.70846	6.67351	4.55942	8.33158	6.40808	9.49902	7.33204	11.7752	5.64404	9.86098	6.12002	9.13731	9.76223	6.36618	7.62835	7.17244	8.68619	7.52733
CNR1	46.79915	34.0921571	64.183766232	72.2710313	109.96651	73.18074	70.010483	71.9062982	102.2803527	96.8244674	98.83369	79.27435	109.38499	55.94001	90.82465	68.69924	76.13403733	89.1941300038065	50.04591	105.92336	122.9711	90.094350644	84.0877951517	88.07582
CNR2	0	0.166488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNRIP1	329.798	303.546	322.176	414.45	363.581	400.176	404.178	366.558	440.088	394.728	358.916	272.868	327.381	226.571	291.728	290.236	362.462	365.43	376.107	341.175	375.555	461.535	489.332	393.845
CNST	3.87331	5.22566	5.47079	5.05338	5.3139	6.59987	4.66459	4.48308	6.82707	6.27794	6.76688	4.9723	5.80843	4.08027	6.53195	5.33016	3.30227	5.5633	3.68672	6.27098	7.57978	6.01865	7.03147	5.9858
CNTD1	3.92667	7.23563	3.99164	5.83771	4.22075	5.04419	4.6538	2.74845	3.85245	4.18581	4.57485	3.5836	5.1022	4.26288	4.87884	3.97474	3.36126	4.64142	2.4634	3.59964	5.41959	3.63292	5.18551	5.21025
CNTF	1.61036	1.61886	1.52156	1.33931	1.34731	1.08079	1.24989	1.06248	0.839681	1.55685	1.05301	1.32514	1.83107	1.03887	1.52087	1.45597	0.957373	1.58666	0.840137	1.66879	0.928063	1.59671	0.703661	1.80218
CNTFR	72.02973	59.172246	80.58677	90.1242	75.39243	68.92114	60.33276	83.10516	74.59152	74.23856	94.37866	91.73324	62.07422	87.51209	60.57344	61.84642	109.46001	97.56312	84.46837	75.18757	69.30326	70.15168	86.31921	74.30365
CNTLN	1.1974741098629	0.659237	1.249447	1.452622	1.380645	1.315412	1.53535	1.589518617	1.7122754	1.665633	1.802526	2.536962	1.891227	2.27544	1.9858100319554	0.933737	2.8906344	1.74644	1.22878900570168	1.463965	1.07149	2.281331	1.846476	1.012355
CNTN1	24.09725464664	27.89813528	37.0072087796	29.551217113	56.17222	47.835386	28.21852734564	35.391736206	45.25185	40.0805772433	41.483187	32.38985	44.6813500021209	24.74993460673	43.84875	30.3677300078757	30.0758002457547	36.54912	21.834144	52.20494	53.5699800007214	42.1924500424394	46.2012900033941	41.2230542214672
CNTN2	30.609972744	75.4928419127	42.79621483	38.3467643	31.6169	30.386490000248	27.5418002621612	22.30189616833	18.5117093044	16.592353	18.63237031829	20.3591196351297	21.3628006344952	20.63426065	24.633382	21.4581518794	18.8437572	16.692800484973	18.7431695345423	26.1771000045522	15.857221867651	25.64920719967	13.3778350767	21.449537395082
CNTN5	15.6223478	22.351782148335	14.45662799	14.545800213981	15.60388524	38.91654	14.5905749	18.73254112	25.994495	34.4044900049686	19.972393	14.03916	12.5214001099432	8.596968594	38.380067	29.738979798	12.52392955327	20.89637	16.25485	30.572759	18.129426998	9.15252144	26.01757	25.53056
CNTNAP1	57.3784	70.833	53.7801	65.0481	74.6057	93.7559	60.9253	61.2172	77.6427	75.5388	72.7903	59.9556	51.2296	46.8649	86.833	67.3782	68.0241	84.5377	71.396	71.2963	60.7151	72.1267	56.8099	60.3502
CNTNAP2	32.0626	27.3565	35.6756	33.6288	38.6749	39.2266	37.9194	46.3772	43.1495	33.6204	46.1069	44.8487	61.0513	57.7499	57.6526	58.3063	40.3621	36.4905	38.4151	40.9984	66.8681	41.2254	41.8694	41.7583
CNTNAP4	5.726093	6.579	11.01398	10.909161	12.00431	6.45462	8.68142	8.73641	14.133398	12.178836	15.07494	11.86782	16.7633	5.05273	12.52658	10.7188	8.204763	10.845943	6.4663	11.67657	15.89969	12.026861	10.97592	12.42588
CNTNAP5	5.85432	14.0874	9.21319	8.01814	11.4127	13.2415	10.2455	9.92599	12.5993	8.69112	10.6787	9.49251	15.0299	11.5756	10.5295	8.80828	6.06246	6.68312	5.50354	11.3915	12.8696	16.7181	10.5764	8.49487
CNTRL	3.36415	2.88618	2.3922	2.59486	2.47033	1.50018	3.29465	3.06778	1.74001	2.39436	2.81654	3.51808	3.69256	3.0957	3.34365	3.42589	2.72331	2.23685	2.22679	2.32966	4.50719	3.88684	3.50776	3.44131
CNTROB	10.5935098	8.641191737606	7.100443	9.44159	7.77212	7.165495	8.382543	6.70295517547371	6.10592224174	6.27663	7.527717	8.25647	7.051314	6.469267536529	6.5080447	8.64665	7.854976032	7.313095	5.776152	6.327085	7.376251	6.10067	8.8384863952	7.052186
COASY	24.49769	23.51022	20.71979	24.703667	22.58439	19.79093	21.3423	21.08413	19.826340975935	17.36374	23.65369	22.5016	16.16532	21.23487	20.06263	22.6252	20.537259	20.78364	19.24097	17.906708	21.41826	21.15984	17.20272	18.51685
COBL	0.71694893	2.694967	1.862104	1.66363	3.22404	1.828467	2.46723	3.837087	3.339752	3.0174	3.543196	2.834426	6.19949	2.523551	4.12283	2.41784121612	2.279303	2.08616	1.757308	3.01668000082784	4.19159000885859	5.840852	3.92762	4.098851
COBLL1	3.62160205	3.24482929019612	4.49868557203723	5.24520141353	5.601202	6.1192382282	4.979899	5.71972472	5.050125	5.34945871	5.261947	7.01443706234454	3.86888208686	4.9806778396	6.516123	4.406412	5.334262	6.161781601959	4.5317	6.7250329	7.45876667	7.904169	7.558226512138	6.8734419141
COCH	10.94723	14.47718	8.91464	6.44811	9.29301	3.82524	7.40653	6.61838	6.19362	7.64137	6.45786	10.38244	11.38041	16.39702	7.86612	4.33107	6.528878	4.917552	3.03746	9.58103	13.82811	9.39585	6.13136	9.97022
COG1	31.055	35.3445	24.2804	28.5513	28.7747	23.4224	24.3436	25.6274	29.8287	24.0455	59.9116	44.4408	34.823	31.6548	31.8738	32.4319	39.5108	40.4757	39.3505	36.3078	25.3023	26.6912	30.1628	29.3135
COG2	12.79929	12.79128	14.70131	12.5819	17.04699	14.618485	16.78426	13.75404	13.48716	15.1186	14.29782	15.973786	12.788771	15.93817	20.05107	18.58265	16.24031	13.35709	9.93181	12.2561	16.00139	18.73331	14.936427	16.21478
COG3	16.9338	19.4862	16.8739	19.3273	17.474	23.8951	22.8614	20.3194	27.6663	23.7157	19.4477	23.1453	21.2106	19.0591	23.8699	23.2689	18.8945	19.1758	15.9765	22.0133	25.5067	22.9765	25.64	22.0114
COG4	47.53856	46.40104	51.10706	54.5394	44.4818	37.1559	44.4575	43.7546	42.50906	32.991043	39.36313	37.6427	47.3081	41.043192	47.54867	43.174	49.9558	44.271	49.5237	43.6203	41.9092	32.043	41.9279	48.1596
COG5	14.5356	15.0032	18.6288	17.5743	23.4215	21.7926	21.3805	21.202	20.8823	21.7621	19.667	24.6199	29.3188	22.079	25.5988	25.3052	18.3577	22.0375	15.4704	22.0211	22.5421	22.0694	21.9573	22.9102
COG6	51.9824	60.6881	61.6091	51.413	67.4169	51.3655	59.1084	61.1502	68.5028	59.1064	61.7019	61.6158	64.7661	61.3143	63.1866	63.1047	59.1151	64.1643	48.6741	55.5033	74.9346	72.7103	64.8665	66.4246
COG7	80.7087	79.6607	63.0826	65.8072	65.0666	58.1716	68.9202	63.0031	68.6242	66.6379	61.4153	69.4034	66.8971	70.9916	62.2751	68.6022	71.8275	71.2568	77.4613	63.9249	54.6064	58.9902	51.0193	63.1976
COG8	28.6746	33.0133	33.1297	31.5851	33.6197	27.4301	32.3188	30.4564	32.5103	31.1662	38.402	26.8891	34.4342	37.2093	35.3489	35.9389	39.7437	34.3587	38.0451	28.7226	29.8567	34.2333	26.8329	32.4919
COIL	13.545062	12.114361	10.29716	10.8028	9.49685	12.084903	12.82719	12.13759	9.68747	10.6067	11.52374	13.54851	13.0175	13.88094	12.0446	13.371561	10.5097	10.979011	10.02987	12.330056	11.65985	10.441598	11.183188	13.053605
